Region,Country,Location,Site,Source,Lat,Long,MAP,MAP_data_flag,Woody_cover,Clay,Sand,Soil_N,Total_P,N_min_potential,Fire_return,Fire_return_data_source_flag,Herbivore_biomass,Herbivore_biomass_data_flag,Grazer_biomass,Browser_and_mixed_feeder_biomass,Site_Description,Cover_method,Woody_cover_data_flag,Total_plot_size_or_Transect_length,Depth_of_soil_measurements,Dominant_woody_species
East Africa,Tanzania,Serengeti National Park,142,"Metzker, K./ Coughenour, M - unpublished",-3.346,34.989,731,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,143,"Metzker, K./ Coughenour, M - unpublished",-3.326,34.99,724,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.6,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,144,"Metzker, K./ Coughenour, M - unpublished",-3.335,34.99,728,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,145,"Metzker, K./ Coughenour, M - unpublished",-3.341,34.998,733,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,146,"Metzker, K./ Coughenour, M - unpublished",-3.338,35.003,732,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,147,"Metzker, K./ Coughenour, M - unpublished",-3.335,35.009,732,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,148,"Metzker, K./ Coughenour, M - unpublished",-3.335,34.999,730,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.2,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,149,"Metzker, K./ Coughenour, M - unpublished",-3.328,35.004,728,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.2,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,151,"Metzker, K./ Coughenour, M - unpublished",-3.295,35.111,756,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.6,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,152,"Metzker, K./ Coughenour, M - unpublished",-3.297,35.107,756,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,153,"Metzker, K./ Coughenour, M - unpublished",-3.308,35.107,761,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,154,"Metzker, K./ Coughenour, M - unpublished",-3.307,35.099,757,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.1,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,155,"Metzker, K./ Coughenour, M - unpublished",-3.295,35.09,747,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,156,"Metzker, K./ Coughenour, M - unpublished",-3.29,35.082,738,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,157,"Metzker, K./ Coughenour, M - unpublished",-3.287,35.074,735,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,158,"Metzker, K./ Coughenour, M - unpublished",-3.309,35.096,757,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,159,"Metzker, K./ Coughenour, M - unpublished",-3.318,35.093,757,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,161,"Metzker, K./ Coughenour, M - unpublished",-3.179,35.28,772,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,162,"Metzker, K./ Coughenour, M - unpublished",-3.177,35.283,769,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),1.1,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,163,"Metzker, K./ Coughenour, M - unpublished",-3.19,35.266,775,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.6,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,164,"Metzker, K./ Coughenour, M - unpublished",-3.185,35.27,767,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),1.7,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,165,"Metzker, K./ Coughenour, M - unpublished",-3.178,35.265,767,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.2,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,166,"Metzker, K./ Coughenour, M - unpublished",-3.178,35.272,767,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.6,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,167,"Metzker, K./ Coughenour, M - unpublished",-3.183,35.277,772,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),0.1,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,168,"Metzker, K./ Coughenour, M - unpublished",-3.185,35.284,777,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),46.7,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,169,"Metzker, K./ Coughenour, M - unpublished",-3.189,35.282,781,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),21.1,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,171,"Metzker, K./ Coughenour, M - unpublished",-3.184,35.245,752,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),31.1,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,172,"Metzker, K./ Coughenour, M - unpublished",-3.181,35.244,752,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),1.7,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,173,"Metzker, K./ Coughenour, M - unpublished",-3.176,35.241,744,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),29.4,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Acacia tortilis
East Africa,Tanzania,Serengeti National Park,174,"Metzker, K./ Coughenour, M - unpublished",-3.171,35.237,739,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),37.2,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,
East Africa,Tanzania,Serengeti National Park,175,"Metzker, K./ Coughenour, M - unpublished",-3.165,35.234,731,Rainfall values for the Serengeti sites derived from smaller-scales rainfall grids of the region (Coughenour - unpublished),8.9,,,,,,4,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Protected area,densiometer for trees/ visual estimates for shrubs,,1 ha,,Balanites aegyptiaca
